id_annonce,property_type,approximate_latitude,approximate_longitude,city,postal_code,size,floor,land_size,energy_performance_value,energy_performance_category,ghg_value,ghg_category,exposition,nb_rooms,nb_bedrooms,nb_bathrooms,nb_parking_places,nb_boxes,nb_photos,has_a_balcony,nb_terraces,has_a_cellar,has_a_garage,has_air_conditioning,last_floor,upper_floors
35835955,appartement,46.19288693002258,5.199939433493228,peronnas,01960,72.0,,,156.0,D,36.0,E,,3.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35783105,appartement,49.02173786807337,2.386900109469636,ecouen,95440,47.0,1.0,,104.0,C,24.0,D,Sud-Est,2.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35814599,appartement,47.21798769244869,-1.5432405543006564,nantes,44100,2099.0,3.0,,267.0,E,12.0,C,,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31672131,maison,44.95034881560374,4.73276047465919,alboussiere,07440,650.0,,24775.0,111.0,C,33.0,D,,30.0,16.0,1.0,1.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35758435,propriété,44.39732810603093,0.7192037974767296,villeneuve-sur-lot,47300,260.0,,7000.0,192.0,D,50.0,E,,8.0,5.0,,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35939857,maison,45.1133924913646,4.823102352098855,erome,26600,140.0,,3027.0,,,,,,5.0,4.0,,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36029291,appartement,48.0008957554501,-1.6666303075522224,orgeres,35230,106.0,,,,,,,,4.0,3.0,,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35815569,maison,49.19586196810249,3.512719501871103,fere-en-tardenois,02130,120.0,,991.0,591.0,G,19.0,C,,5.0,4.0,,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35863583,maison,49.388943835821976,1.1014907605491293,saint-etienne-du-rouvray,76800,78.0,,,124.0,C,19.0,C,,4.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36027437,maison,49.01662658746743,2.379507437513344,ecouen,95440,137.0,,540.0,154.0,D,25.0,D,,6.0,4.0,,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35962147,appartement,43.30500326914683,5.4046205425335065,marseille-4eme,13004,57.0,3.0,,,,,,,3.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35829981,divers,48.856477133508285,2.36871979879768,paris-3eme,75003,24.0,,,,,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36046189,maison,45.51269046521334,1.3265336337818976,coussac-bonneval,87500,120.0,,8258.0,197.0,D,3.0,A,,4.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35875459,appartement,48.867824171128525,2.4168728823842254,bagnolet,93170,67.0,1.0,,,,,,Sud-Ouest,4.0,3.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35821259,maison,47.25406251547689,-0.0791240035481421,saumur,49400,230.0,,,230.0,D,,,,9.0,6.0,,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
35823695,appartement,48.11672161890103,-1.6024420182195358,cesson-sevigne,35510,80.0,,,196.0,D,8.0,B,,4.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36086557,appartement,48.05223465435274,-4.5923595907233965,goulien,29770,108.0,,,173.0,D,40.0,E,,4.0,3.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35886875,divers,45.83834272671065,1.252734607737618,limoges,87000,1100.0,,,,,,,,30.0,29.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35859419,maison,48.801634550558006,2.502822819753176,la-varenne-saint-hilaire,94210,97.0,,55.0,80.0,B,10.0,B,,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35865281,maison,49.58081885361507,1.0536338065516035,anceaumeville,76710,117.0,,1021.0,,,,,,5.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35905931,appartement,43.31139283458932,5.381313140262952,marseille-3eme,13003,48.0,4.0,,233.0,E,25.0,D,Sud-Est,3.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35744815,maison,43.70024954313672,7.124364265696639,saint-paul-de-vence,06570,214.0,,2500.0,95.0,C,21.0,D,,6.0,5.0,,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35962207,maison,45.77139699626422,4.8923290461547335,villeurbanne,69100,80.0,,151.0,,,,,Sud,4.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36005481,appartement,48.84004798511327,2.345426680289188,paris-5eme,75005,13.0,2.0,,,,,,,1.0,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35881545,maison,43.682342165039024,7.105181659924588,la-colle-sur-loup,06480,475.0,,2098.0,,,,,,8.0,6.0,1.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35830355,divers,44.00217019213796,4.922351814608198,entraigues-sur-la-sorgue,84320,600.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36043741,appartement,48.81629022223603,2.4673124870641145,joinville-le-pont,94340,782.0,4.0,,,,,,,5.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35997129,terrain à bâtir,48.55002595970271,0.8656903210427509,la-lande-sur-eure,61290,5225.0,,5225.0,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35919893,maison,48.17660306233008,-1.64191379584107,betton,35830,185.0,,626.0,174.0,D,5.0,A,Sud-Est,7.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35859745,maison,49.92489367847673,1.0764465854047278,dieppe,76200,103.0,,,149.0,C,27.0,D,Sud-Est,4.0,3.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36013113,villa,49.7599963593716,3.057226773837755,ham,80400,136.0,,261.0,121.0,C,28.0,D,,6.0,4.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35752205,villa,47.11124581403276,5.4988565465940304,dole,39100,200.0,,,223.0,D,36.0,E,,7.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36058119,divers,45.3726975939015,-0.989605348672648,queyrac,33340,70.0,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35741411,maison,43.78002544383501,7.241880769978652,aspremont,06790,140.0,,,,,,,Est-Ouest,4.0,3.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35821611,divers,48.86301103489468,2.3487198462257144,paris-2eme,75002,40.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35875049,appartement,48.44435040110465,-4.252541409420343,landerneau,29800,4438.0,4.0,,,,,,Sud-Est,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
36010903,appartement,43.399130977030055,3.683013653563708,sete,34200,81.0,,,,,,,,3.0,2.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35862515,maison,43.34379221671933,3.249780007732779,beziers,34500,83.0,,390.0,147.0,C,5.0,A,,4.0,3.0,,0.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35756973,maison,47.68009586963392,-1.4325445901377103,louisfert,44110,75.0,,10118.0,,,,,Sud,5.0,3.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35792145,maison,45.28815195663464,0.7459700874500088,agonac,24460,121.0,,4712.0,144.0,C,43.0,E,,5.0,4.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
35827541,appartement,47.28089273124162,-2.43160992171516,le-pouliguen,44510,30.0,,,,,,,,2.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35964043,appartement,48.800246460304415,2.2657617146744564,clamart,92140,107.0,4.0,,164.0,D,38.0,E,,5.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35867961,maison,49.51211860729195,4.370398807302726,rethel,08300,91.0,,779.0,,,,,,4.0,3.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35807773,maison,43.53389595750151,6.468855563119316,draguignan,83300,83.0,,192.0,191.0,D,9.0,B,,4.0,3.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35806759,maison,47.67847632032507,3.543790534459913,mige,89580,115.0,,100.0,292.0,E,16.0,C,Sud,6.0,4.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36055857,appartement,48.79584267492868,2.508578113251348,saint-maur-des-fosses,94100,91.0,1.0,,165.0,D,38.0,E,,4.0,3.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35814359,appartement,48.92995451621937,2.05612404250786,poissy,78300,71.0,3.0,,,,,,,3.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35897253,maison,43.42979699841555,6.734676768800711,frejus,83600,218.0,,1293.0,45.0,A,10.0,B,Sud,6.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36078943,maison,49.8799192820612,1.2289477379745863,saint-nicolas-d'aliermont,76510,60.0,,148.0,391.0,F,13.0,C,,3.0,2.0,1.0,1.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35823499,appartement,48.84969624101743,2.1513358785088843,la-celle-saint-cloud,78170,9097.0,2.0,,172.0,D,40.0,E,,5.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35844961,appartement,43.5646448976408,7.017916355688579,le-cannet,06110,93.0,4.0,,227.0,D,123.0,G,,3.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36050099,maison,48.2596169949056,3.643968862976442,planty,10160,160.0,,869.0,,,,,Sud,6.0,3.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35779369,maison,47.60075544930276,-2.0904600383756526,rieux,56350,60.0,,,370.0,F,13.0,C,,3.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35862929,appartement,43.2901789306725,5.483247108746824,marseille-11eme,13011,,2.0,,,,,,Sud-Est,4.0,3.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35898831,appartement,46.368155844082295,6.485626471432478,thonon-les-bains,74200,7056.0,,8018.0,,,,,,3.0,2.0,,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36065733,appartement,48.58381044462021,7.749336163174185,strasbourg,67000,77.0,,,51.0,B,6.0,B,,4.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36027759,appartement,43.4115409459685,6.770622426035084,saint-raphael,83700,57.0,,,103.0,C,8.0,B,,3.0,2.0,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36012787,maison,48.42785217405583,3.7427951580962544,ossey-les-trois-maisons,10100,115.0,,202.0,275.0,E,4.0,A,,3.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36037157,maison,48.82907988161288,6.431090414954666,fresnes-en-saulnois,57170,187.0,,1334.0,,,,,,7.0,6.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36035635,appartement,45.91487994795968,4.78055418477111,quincieux,69650,74.0,1.0,,,,,,,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35870933,appartement,48.95223830486796,2.2625376594244635,argenteuil,95100,653.0,7.0,,237.0,E,8.0,B,,3.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35812301,maison,45.392098380592245,-0.0158571377914311,poullignac,16190,195.0,,3946.0,,,,,,9.0,3.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36041579,divers,45.84034141326185,1.2641758687201203,limoges,87000,,,,,,,,,7.0,4.0,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36011227,terrain,45.83142797809611,1.4901059226079896,saint-leonard-de-noblat,87400,2504.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36026975,appartement,48.67431009427021,2.6133110837550264,brie-comte-robert,77170,54.0,2.0,,286.0,E,13.0,C,,3.0,2.0,,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35779231,appartement,43.41795058986519,6.757005078623633,saint-raphael,83700,72.0,1.0,,58.0,B,1.0,A,,3.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35935943,divers,50.71746950991995,2.53181796666748,hazebrouck,59190,,,,,,,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35804829,appartement,45.75887333923584,4.884118322509386,villeurbanne,69100,74.0,8.0,,,,,,Nord,4.0,3.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35830595,maison,46.1528415139958,0.3045900768743289,civray,86400,147.0,,1212.0,,,,,,5.0,3.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35931029,maison,45.73630271749263,0.0791908182275315,marsac,16570,135.0,,11470.0,147.0,C,31.0,D,Est-Ouest,6.0,4.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35831871,duplex,43.58357376005051,7.04420341508743,vallauris,06220,10548.0,5.0,,105.0,C,2.0,A,Sud,4.0,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36033187,maison,43.215485846914426,2.898338690770883,nevian,11200,122.0,,,,,,,,4.0,3.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35998225,viager,48.06399777171444,-0.7814254545929792,laval,53000,121.0,,499.0,250.0,E,25.0,D,,6.0,4.0,,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35754921,appartement,48.86643346517534,2.352712332129056,paris-10eme,75010,1142.0,6.0,,173.0,D,40.0,E,,5.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35861619,maison,49.01078383971432,3.288605043227036,domptin,02310,70.0,,560.0,228.0,D,6.0,B,,2.0,1.0,,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35852151,divers,42.69203795322598,2.8966508665356563,perpignan,66000,220.0,,,241.0,E,43.0,E,,7.0,6.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35818181,maison,49.46652467209694,1.1313138681419723,bois-guillaume,76230,337.0,,,158.0,D,13.0,C,Sud,10.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36067537,appartement,48.85575557430349,2.388717302735914,paris-11eme,75011,17.0,,,,,,,,1.0,,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35863569,maison,49.31039602464691,0.99160333810633,orival,76500,100.0,,1300.0,331.0,F,99.0,G,,4.0,3.0,1.0,1.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
36051207,appartement,48.75612915759741,2.5192081163199185,boissy-saint-leger,94470,70.0,,,,,,,Sud-Est,3.0,2.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34239407,maison,46.35767385912167,1.8591963714695217,linard,23220,132.0,,8406.0,,,,,,6.0,4.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35991971,appartement,43.953758783337626,4.817903852252211,avignon,84000,78.0,,,192.0,D,9.0,B,,4.0,3.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35775815,appartement,42.61652686369683,2.996442153806639,saint-cyprien,66750,54.0,1.0,,144.0,C,4.0,A,Est-Ouest,3.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35841927,appartement,43.43658105034456,5.387947506599656,cabries,13480,60.0,,,,,,,,2.0,1.0,,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35946323,terrain,42.531202937710304,2.9629849776306507,sorede,66690,852.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35831271,terrain,47.4299628469252,-2.0814604965169368,pontchateau,44160,1271.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35842211,appartement,48.72650112163439,2.284071700185093,massy,91300,987.0,,,,,,,Sud-Ouest,5.0,4.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35963857,appartement,44.8240636302038,-0.6286894176723491,merignac,33700,75.0,4.0,,113.0,C,31.0,D,Sud,5.0,4.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
34316805,appartement,43.3038309273326,3.473892195023142,le-cap-d'agde,34300,23.0,,,414.0,F,22.0,D,,1.0,,,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35763415,appartement,50.646189210314,3.063075050062484,la-madeleine,59110,87.0,5.0,,,,,,,4.0,3.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35831845,appartement,44.77637114171079,-0.5701995201633683,villenave-d'ornon,33140,56.0,2.0,,155.0,D,5.0,A,Ouest,3.0,2.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36062629,maison,45.33078355560264,5.185998254035963,marcilloles,38260,182.0,,4600.0,,,,,,4.0,3.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36010717,appartement,48.87570229547087,2.4910406778232894,villemomble,93250,83.0,,,,,,,Sud,4.0,3.0,,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35881953,maison,48.81486908578451,2.139058435257931,le-chesnay,78150,230.0,,500.0,97.0,C,22.0,D,,9.0,7.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
36021713,maison,45.62545389334101,-1.039541146501633,royan,17200,14164.0,,466.0,,,,,,8.0,6.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35874635,divers,47.808047385239234,6.389941005374952,luxeuil-les-bains,70300,70.0,,,,,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35845455,terrain,46.78209246113471,0.1872449947391699,mirebeau,86110,2750.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35865057,maison,49.39107023356885,1.096660857672516,saint-etienne-du-rouvray,76800,11751.0,,,161.0,D,37.0,E,Est-Ouest,5.0,4.0,,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36060087,appartement,43.54042072169683,7.021392491021016,cannes,06400,105.0,2.0,,55.0,B,9.0,B,,4.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36035421,appartement,48.064224755592456,-0.7758663989778913,laval,53000,6271.0,2.0,,,,,,,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35857575,maison,48.15917726743708,2.042604258286858,bazoches-les-gallerandes,45480,16622.0,,2169.0,160.0,D,5.0,A,,6.0,3.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35825817,appartement,48.862309027551554,2.275078497338007,paris-16eme,75016,127.0,,,,,,,,3.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35808101,appartement,43.36331479035084,5.365099631949699,marseille-15eme,13015,63.0,1.0,,,,,,,3.0,2.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35951099,appartement,48.86177578726689,2.352634244238997,paris-3eme,75003,139.0,,,,,,,,5.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36003519,propriété,43.06699628245355,0.1452265231141097,bagneres-de-bigorre,65200,450.0,,16000.0,175.0,D,,,,16.0,10.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35964699,maison,46.91539794990892,2.901521661068505,germigny-l'exempt,18150,79.0,,2920.0,,,,,Nord-Ouest,3.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36053543,appartement,49.4291246784667,1.083279535840133,rouen,76000,4886.0,,,,,,,,3.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35790107,maison,49.310907343544486,2.509397305570272,cinqueux,60940,1385.0,,451.0,222.0,D,66.0,F,,6.0,4.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35875443,appartement,48.68719015027264,2.5349025707852264,boussy-saint-antoine,91800,80.0,2.0,,,,,,Sud-Est,4.0,3.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35887245,appartement,48.91666079483514,2.2827430191031466,asnieres-sur-seine,92600,10242.0,2.0,,144.0,C,7.0,B,,4.0,3.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35817617,maison,44.07732699082415,1.6110202667462703,montricoux,82800,,,,,,,,,7.0,3.0,,0.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35965169,maison,43.600237172373326,1.4463131068022546,toulouse,31400,130.0,,450.0,296.0,E,,,Sud-Est,5.0,4.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35886379,maison,45.6582106474476,1.3793161381075838,vicq-sur-breuilh,87260,135.0,,2226.0,256.0,E,3.0,A,,6.0,5.0,,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36051325,appartement,43.48587061890384,-1.4815508156213786,bayonne,64100,10271.0,1.0,,,,,,,4.0,3.0,,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36076313,maison,44.49188053924797,-0.7997865647866237,belin-beliet,33830,70.0,,,,,,,,3.0,2.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35830483,maison,48.5978742399497,-2.8298392137346555,binic,22520,103.0,,10000.0,,,,,Sud,6.0,4.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35864627,appartement,48.92765753331032,2.5418295314520543,sevran,93270,58.0,,,,,,,,3.0,2.0,,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36026355,divers,49.30949600816674,2.742240751967997,verberie,60410,109.0,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35785195,maison,48.18628948440964,3.2801819717869924,sens,89100,74.0,,30.0,,,,,,4.0,2.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35807541,divers,45.70372729440804,4.940315719398939,saint-priest,69800,45.0,,,,,,,,,,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35888577,maison,44.77446154482548,-0.5696810675996073,villenave-d'ornon,33140,76.0,,,,,,,,3.0,2.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36067077,appartement,48.890713159222095,2.3435211057354035,paris-18eme,75018,476.0,,,129.0,C,4.0,A,,3.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36048995,appartement,48.84588786808188,1.8690722010135687,beynes,78650,60.0,1.0,,178.0,D,41.0,E,,3.0,2.0,,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35755779,terrain à bâtir,43.43232759268817,6.642081295620492,roquebrune-sur-argens,83520,630.0,,630.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35021739,appartement,41.83068594778444,8.850318565585724,pietrosella,20166,424.0,,,,,,,Sud-Ouest,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35991461,terrain à bâtir,48.99179085539881,7.948986582025681,riedseltz,67160,600.0,,600.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35781697,ferme,43.61686789567997,1.0847984726964728,l'isle-jourdain,32600,322.0,,8800.0,245.0,E,3.0,A,,12.0,8.0,1.0,1.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36032409,maison,46.47644330980953,-0.5972568566494957,coulonges-sur-l'autize,79160,128.0,,808.0,,,,,,4.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36031511,appartement,48.88207370750411,2.2653350151710865,neuilly-sur-seine,92200,135.0,3.0,,,,,,,5.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35869533,appartement,48.869297485347744,2.4044478238723177,paris-20eme,75020,4127.0,,,,,,,,2.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35809857,appartement,45.83644340731614,5.994473044731882,marigny-saint-marcel,74150,82.0,2.0,,,,,,Sud-Ouest,4.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36010055,appartement,48.77667088445052,2.2633686212925905,le-plessis-robinson,92350,975.0,3.0,,,,,,,5.0,4.0,,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35733381,villa,44.580480113159474,2.0674994426004982,capdenac,46100,85.0,,3300.0,212.0,D,3.0,A,,4.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35979569,maison,44.16726575082432,4.085467316213413,saint-martin-de-valgalgues,30520,360.0,,2200.0,,,,,,11.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
